SMILES;cpd;ChEBI;compoundname;value_NR_AR;label_NR_AR;value_NR_AR_LBD;label_NR_AR_LBD;value_NR_AhR;label_NR_AhR;value_NR_Aromatase;label_NR_Aromatase;value_NR_ER;label_NR_ER;value_NR_ER_LBD;label_NR_ER_LBD;value_NR_PPAR_gamma;label_NR_PPAR_gamma;value_NR_GR;label_NR_GR;value_NR_TR;label_NR_TR;value_SR_ARE;label_SR_ARE;value_SR_ATAD5;label_SR_ATAD5;value_SR_HSE;label_SR_HSE;value_SR_MMP;label_SR_MMP;value_SR_p53;label_SR_p53;value_Gen_AMES_Mutagenesis;label_Gen_AMES_Mutagenesis;value_Gen_Carcinogenesis;label_Gen_Carcinogenesis;value_Gen_Micronucleus;label_Gen_Micronucleus;value_Env_Fathead_Minnow;label_Env_Fathead_Minnow;value_Env_T_Pyriformis;label_Env_T_Pyriformis;value_Env_Honey_Bee;label_Env_Honey_Bee;value_Env_Biodegradation;label_Env_Biodegradation;value_Env_Crustacean;label_Env_Crustacean;value_Env_Avian;label_Env_Avian;value_Org_Skin_Sensitisation;label_Org_Skin_Sensitisation;value_Org_hERG_I_Inhibitor;label_Org_hERG_I_Inhibitor;value_Org_hERG_II_Inhibitor;label_Org_hERG_II_Inhibitor;value_Org_Liver_Injury_I;label_Org_Liver_Injury_I;value_Org_Liver_Injury_II;label_Org_Liver_Injury_II;value_Org_Eye_Irritation;label_Org_Eye_Irritation;value_Org_Eye_Corrosion;label_Org_Eye_Corrosion;value_Org_Respiratory_Disease;label_Org_Respiratory_Disease
ClCCN(CCCl)P1(=O)NCCCO1;C07888;4027;Cyclophosphamide;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.07;High Safety;0.01;High Safety;0.02;High Safety;0.01;High Safety;0.01;High Safety;0.17;Medium Safety;0.04;High Safety;0;High Safety;0;High Safety;0.03;High Safety;1;High Toxicity;0.27;Medium Safety;0.5;Low Toxicity;0.36;Low Safety;0.89;High Toxicity;0.82;Medium Toxicity;0.04;High Safety;0.42;Low Safety;0.01;High Safety;0.75;Medium Toxicity;0.05;High Safety;0;High Safety;0.49;Low Safety;0.08;High Safety;0.36;Low Safety;0.21;Medium Safety;1;High Toxicity
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1;C18428;116509;Diuron;0;High Safety;0;High Safety;0.7;Medium Toxicity;0;High Safety;0.08;High Safety;0.01;High Safety;0.02;High Safety;0.01;High Safety;0.57;Low Toxicity;0.04;High Safety;0;High Safety;0;High Safety;0.61;Low Toxicity;0.06;High Safety;1;High Toxicity;0.15;High Safety;0.52;Low Toxicity;1;High Toxicity;0.98;High Toxicity;0;High Safety;0.05;High Safety;0.92;High Toxicity;0;High Safety;0.52;Low Toxicity;0.03;High Safety;0.08;High Safety;0.38;Low Safety;0.13;High Safety;0.18;Medium Safety;0.07;High Safety;0;High Safety
CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C;C19193;51874;Auramine;0.01;High Safety;0.03;High Safety;0.65;Low Toxicity;0.03;High Safety;0.21;Medium Safety;0.02;High Safety;0.02;High Safety;0.7;Medium Toxicity;0.87;High Toxicity;0.18;Medium Safety;0.47;Low Safety;0.02;High Safety;0.58;Low Toxicity;0.17;Medium Safety;1;High Toxicity;0.04;High Safety;0.5;Low Toxicity;0.96;High Toxicity;0.99;High Toxicity;0.4;Low Safety;0.03;High Safety;0.8;Medium Toxicity;0.01;High Safety;0.76;Medium Toxicity;0.07;High Safety;0.37;Low Safety;0.11;High Safety;0.22;Medium Safety;0.96;High Toxicity;0.03;High Safety;0.49;Low Safety
CN(C)c1ccccc1;C02846;16269;N.N-Dimethylaniline;0;High Safety;0;High Safety;0.17;Medium Safety;0;High Safety;0.07;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.23;Medium Safety;0.98;High Toxicity;0.84;High Toxicity;0.12;High Safety;1;High Toxicity;0.01;High Safety;0.79;Medium Toxicity;0.04;High Safety;0.18;Medium Safety;0.33;Medium Safety;0.52;Low Toxicity;0.99;High Toxicity;0.92;High Toxicity;0;High Safety
CN(C)N;C19233;18853;1.1-Dimethylhydrazine;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0.06;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;1;High Toxicity;0.99;High Toxicity;0.5;Low Toxicity;0.64;Low Toxicity;0.09;High Safety;0.47;Low Safety;0.16;High Safety;0;High Safety;0.01;High Safety;0.62;Low Toxicity;0.01;High Safety;0.29;Medium Safety;0;High Safety;0.36;Low Safety;0.93;High Toxicity;0.91;High Toxicity;0.42;Low Safety
CN(C)N=O;C14704;35807;N-Nitrosodimethylamine;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.3;Medium Safety;0.5;Low Toxicity;0.28;Medium Safety;0.1;High Safety;0;High Safety;0.34;Low Safety;0.22;Medium Safety;0.01;High Safety;0.74;Medium Toxicity;0.02;High Safety;0.35;Low Safety;0;High Safety;0.43;Low Safety;0.98;High Toxicity;0.93;High Toxicity;0.47;Low Safety
CN(CCCC(=O)c1cccnc1)N=O;C16453;32692;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;0.02;High Safety;0.04;High Safety;0.15;High Safety;0.03;High Safety;0.13;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.12;High Safety;0;High Safety;0.08;High Safety;1;High Toxicity;0.66;Low Toxicity;0.5;Low Toxicity;0.33;Medium Safety;0.85;High Toxicity;0.03;High Safety;0.17;Medium Safety;0.25;Medium Safety;0.01;High Safety;0.77;Medium Toxicity;0.01;High Safety;0.04;High Safety;0.69;Medium Toxicity;0.25;Medium Safety;0.87;High Toxicity;0.44;Low Safety;0.74;Medium Toxicity
CN(CCCl)CCCl;C07115;28925;Nitrogen mustard;0.06;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0.66;Low Toxicity;0.03;High Safety;0.08;High Safety;0.1;High Safety;0;High Safety;0.01;High Safety;0.1;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.09;High Safety;0.75;Medium Toxicity;0.55;Low Toxicity;0.12;High Safety;0.17;Medium Safety;0;High Safety;0.45;Low Safety;0.11;High Safety;0.29;Medium Safety;0.06;High Safety;0.1;High Safety;0.57;Low Toxicity;0.34;Low Safety;1;High Toxicity
CN(N=O)C(=N)N[N+]([O-])=O;C14592;21759;N-Methyl-N'-nitro-N-nitrosoguanidine;0;High Safety;0;High Safety;0.02;High Safety;0.02;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0.59;Low Toxicity;0.03;High Safety;0.02;High Safety;0.76;Medium Toxicity;0.04;High Safety;0.15;High Safety;1;High Toxicity;0.78;Medium Toxicity;0.52;Low Toxicity;0.47;Low Safety;0.53;Low Toxicity;0.28;Medium Safety;0.01;High Safety;0.07;High Safety;0.01;High Safety;1;High Toxicity;0.09;High Safety;0.22;Medium Safety;0.08;High Safety;0.69;Medium Toxicity;0.89;High Toxicity;0.26;Medium Safety;0.75;Medium Toxicity
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O;C07313;9288;Streptozocin;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0.11;High Safety;0.02;High Safety;0.03;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.25;Medium Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.42;Low Safety;0.59;Low Toxicity;0.34;Low Safety;0.48;Low Safety;0.07;High Safety;0.01;High Safety;0.74;Medium Toxicity;0.01;High Safety;0.09;High Safety;0;High Safety;0.45;Low Safety;0.27;Medium Safety;0.01;High Safety;0.53;Low Toxicity
CN(N=O)C(N)=O;C14595;50102;Methylnitrosourea;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;1;High Toxicity;0.01;High Safety;0;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.15;High Safety;0.29;Medium Safety;0.09;High Safety;0.31;Medium Safety;0.12;High Safety;0.01;High Safety;1;High Toxicity;0.01;High Safety;0.1;High Safety;0.01;High Safety;0.5;Low Toxicity;0.98;High Toxicity;0.42;Low Safety;0.42;Low Safety
Cn1c(N)nc2ncc(cc12)-c1ccccc1;C16038;76290;2-Amino-1-methyl-6-phenylimidazo[4.5-b]pyridine;0.04;High Safety;0.02;High Safety;0.92;High Toxicity;0.18;Medium Safety;0.31;Medium Safety;0.1;High Safety;0.01;High Safety;0.06;High Safety;0.19;Medium Safety;0.34;Low Safety;0.19;Medium Safety;0.01;High Safety;0.04;High Safety;0.01;High Safety;1;High Toxicity;0;High Safety;0.54;Low Toxicity;0.82;Medium Toxicity;0.87;High Toxicity;0.64;Low Toxicity;0;High Safety;0.64;Low Toxicity;0.02;High Safety;0.71;Medium Toxicity;0.11;High Safety;0.36;Low Safety;0.68;Medium Toxicity;0.14;High Safety;0.37;Low Safety;0.01;High Safety;0.85;High Toxicity
COC(=O)c1ccccc1C(=O)OC;C11233;4609;Dimethyl phthalate;0;High Safety;0;High Safety;0.01;High Safety;0.02;High Safety;0.21;Medium Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0.02;High Safety;0.04;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.62;Low Toxicity;0.94;High Toxicity;0.51;Low Toxicity;0.83;Medium Toxicity;0;High Safety;0.02;High Safety;0.42;Low Safety;0;High Safety;0.11;High Safety;0.63;Low Toxicity;0.46;Low Safety;1;High Toxicity;0.63;Low Toxicity;0;High Safety
COC(C)(C)C;C11344;27642;Methyl tert-butyl ether;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.12;High Safety;0.16;High Safety;0.5;Low Toxicity;0.12;High Safety;0.26;Medium Safety;0.01;High Safety;0.71;Medium Toxicity;0.03;High Safety;0.39;Low Safety;0;High Safety;0.4;Low Safety;0.99;High Toxicity;0.65;Low Toxicity;0;High Safety
COc1c2ccoc2cc2oc(=O)ccc12;C01557;18293;Bergapten;0;High Safety;0;High Safety;0.81;Medium Toxicity;0.18;Medium Safety;0.12;High Safety;0.05;High Safety;0.01;High Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.26;Medium Safety;0.01;High Safety;0.03;High Safety;0.11;High Safety;1;High Toxicity;0.15;High Safety;0.53;Low Toxicity;0.96;High Toxicity;0.98;High Toxicity;0.58;Low Toxicity;0.04;High Safety;0.48;Low Safety;0.01;High Safety;0.36;Low Safety;0.11;High Safety;0.15;High Safety;0.04;High Safety;0.08;High Safety;0.53;Low Toxicity;0.1;High Safety;0.38;Low Safety
COc1cc(ccc1N)-c1ccc(N)c(OC)c1;C19231;82321;3.3'-Dimethoxybenzidine;0;High Safety;0;High Safety;0.18;Medium Safety;0;High Safety;0.41;Low Safety;0.04;High Safety;0.02;High Safety;0.06;High Safety;0.08;High Safety;0.58;Low Toxicity;0.1;High Safety;0;High Safety;0.81;Medium Toxicity;0.09;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.97;High Toxicity;0.99;High Toxicity;0.09;High Safety;0.02;High Safety;0.42;Low Safety;0.01;High Safety;0.43;Low Safety;0.02;High Safety;0.16;High Safety;0.95;High Toxicity;0.2;Medium Safety;0.95;High Toxicity;0.01;High Safety;0.27;Medium Safety
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12;C01553;2687;Amsacrine;0.02;High Safety;0.09;High Safety;0.34;Low Safety;0.07;High Safety;0.14;High Safety;0.03;High Safety;0.03;High Safety;0.43;Low Safety;0.4;Low Safety;0.4;Low Safety;0.01;High Safety;0.04;High Safety;0.83;Medium Toxicity;0.12;High Safety;1;High Toxicity;0.04;High Safety;0.51;Low Toxicity;0.9;High Toxicity;0.99;High Toxicity;0.01;High Safety;0.02;High Safety;0.65;Low Toxicity;0.21;Medium Safety;0.13;High Safety;1;High Toxicity;0.73;Medium Toxicity;1;High Toxicity;0.08;High Safety;0.06;High Safety;0.01;High Safety;1;High Toxicity
COc1cc2O[C@H]3O[C@@H]4O[C@@H]4[C@@]3(O)c2c2oc(=O)c3C(=O)CCc3c12;C19594;78577;Aflatoxin-M1-8.9-epoxide;0.01;High Safety;0.07;High Safety;0.02;High Safety;0.23;Medium Safety;0.11;High Safety;0.01;High Safety;0.02;High Safety;0.09;High Safety;0.07;High Safety;0.26;Medium Safety;0.16;High Safety;0.03;High Safety;0.03;High Safety;0.02;High Safety;0.47;Low Safety;0.1;High Safety;0.51;Low Toxicity;0.63;Low Toxicity;0.87;High Toxicity;0.65;Low Toxicity;0.11;High Safety;0.17;Medium Safety;0.01;High Safety;0.41;Low Safety;0.03;High Safety;0.28;Medium Safety;0.64;Low Toxicity;0.27;Medium Safety;0.11;High Safety;0;High Safety;0.71;Medium Toxicity
COc1cc2O[C@H]3O[C@H]4O[C@H]4[C@H]3c2c2oc(=O)c3C(=O)CCc3c12;C19595;78586;Aflatoxin B1-endo-8.9-epoxide;0.02;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0.08;High Safety;0.01;High Safety;0.01;High Safety;0.08;High Safety;0.06;High Safety;0.3;Medium Safety;0.1;High Safety;0.03;High Safety;0.03;High Safety;0.05;High Safety;1;High Toxicity;0.1;High Safety;0.5;Low Toxicity;0.67;Medium Toxicity;0.9;High Toxicity;0.79;Medium Toxicity;0.06;High Safety;0.3;Medium Safety;0.01;High Safety;0.39;Low Safety;0.02;High Safety;0.24;Medium Safety;0.59;Low Toxicity;0.26;Medium Safety;0.04;High Safety;0.04;High Safety;0.61;Low Toxicity
COc1cc2O[C@H]3OC=C[C@@]3(O)c2c2oc(=O)c3C(=O)CCc3c12;C16756;78576;Aflatoxin M1;0.02;High Safety;0.05;High Safety;0.03;High Safety;0.08;High Safety;0.11;High Safety;0.02;High Safety;0.01;High Safety;0.11;High Safety;0.07;High Safety;0.25;Medium Safety;0.03;High Safety;0.03;High Safety;0.03;High Safety;0.04;High Safety;1;High Toxicity;0.1;High Safety;0.5;Low Toxicity;0.75;Medium Toxicity;0.92;High Toxicity;0.02;High Safety;0.11;High Safety;0.34;Low Safety;0.01;High Safety;0.35;Low Safety;0.02;High Safety;0.29;Medium Safety;0.64;Low Toxicity;0.2;Medium Safety;0.07;High Safety;0;High Safety;0.6;Low Toxicity
COc1cc2O[C@H]3OC=C[C@H]3c2c2oc(=O)c3C(=O)C[C@H](O)c3c12;C19585;78582;Aflatoxin Q1;0.02;High Safety;0;High Safety;0.02;High Safety;0.07;High Safety;0.1;High Safety;0.04;High Safety;0.01;High Safety;0.05;High Safety;0.06;High Safety;0.27;Medium Safety;0.11;High Safety;0.01;High Safety;0.04;High Safety;0.29;Medium Safety;1;High Toxicity;0.1;High Safety;0.5;Low Toxicity;0.82;Medium Toxicity;0.92;High Toxicity;0.77;Medium Toxicity;0.11;High Safety;0.35;Low Safety;0.01;High Safety;0.39;Low Safety;0.02;High Safety;0.25;Medium Safety;0.15;High Safety;0.22;Medium Safety;0;High Safety;0;High Safety;0.6;Low Toxicity
COc1ccc(CC=C)cc1OC;C10454;4918;Methyleugenol;0;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.09;High Safety;0.01;High Safety;0.01;High Safety;0.03;High Safety;0.02;High Safety;0.04;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.49;Low Safety;0.99;High Toxicity;0.97;High Toxicity;0.38;Low Safety;0.21;Medium Safety;0;High Safety;0.01;High Safety;0.69;Medium Toxicity;0.02;High Safety;0.14;High Safety;0.28;Medium Safety;0.4;Low Safety;0.99;High Toxicity;0.55;Low Toxicity;0.08;High Safety
COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl;C11043;6842;Methoxychlor;0;High Safety;0;High Safety;0.16;High Safety;0.18;Medium Safety;0.14;High Safety;0.05;High Safety;0.05;High Safety;0.08;High Safety;0.42;Low Safety;0.11;High Safety;0.02;High Safety;0.06;High Safety;0.68;Medium Toxicity;0.15;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.98;High Toxicity;1;High Toxicity;1;High Toxicity;0.02;High Safety;1;High Toxicity;0.02;High Safety;0.45;Low Safety;0.06;High Safety;0.22;Medium Safety;0.65;Low Toxicity;0.31;Medium Safety;0.85;High Toxicity;0.16;High Safety;0;High Safety
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO;C01661;28748;Doxorubicin;0;High Safety;0.99;High Toxicity;0.03;High Safety;0.57;Low Toxicity;0.14;High Safety;0.72;Medium Toxicity;0.01;High Safety;0.82;Medium Toxicity;0.09;High Safety;0.52;Low Toxicity;0.84;High Toxicity;0.01;High Safety;0.76;Medium Toxicity;0.38;Low Safety;1;High Toxicity;0;High Safety;0.5;Low Toxicity;0.63;Low Toxicity;0.87;High Toxicity;0.45;Low Safety;0.01;High Safety;0.23;Medium Safety;0.03;High Safety;0.25;Medium Safety;0.03;High Safety;0.5;Low Toxicity;0.5;Low Toxicity;0.03;High Safety;0.01;High Safety;0;High Safety;0.88;High Toxicity
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O;C01907;41977;Daunorubicin;0;High Safety;1;High Toxicity;0.01;High Safety;0.52;Low Toxicity;0.16;High Safety;0.73;Medium Toxicity;0.01;High Safety;0.45;Low Safety;0.1;High Safety;0.49;Low Safety;0.95;High Toxicity;0.01;High Safety;0.79;Medium Toxicity;0.32;Medium Safety;1;High Toxicity;0;High Safety;0.5;Low Toxicity;0.74;Medium Toxicity;0.93;High Toxicity;0.65;Low Toxicity;0.02;High Safety;0.26;Medium Safety;0;High Safety;0.27;Medium Safety;0.03;High Safety;0.56;Low Toxicity;0.58;Low Toxicity;0.65;Low Toxicity;0.01;High Safety;0;High Safety;0.84;High Toxicity
COc1cccc2c1cc([N+]([O-])=O)c1c(cc3OCOc3c21)C(O)=O;C08469;2825;Aristolochic acid;0;High Safety;0.03;High Safety;0.39;Low Safety;0.02;High Safety;0.12;High Safety;0.01;High Safety;0.15;High Safety;0.09;High Safety;0.22;Medium Safety;0.41;Low Safety;0.12;High Safety;0.06;High Safety;0.48;Low Safety;0.21;Medium Safety;1;High Toxicity;0;High Safety;0.5;Low Toxicity;0.95;High Toxicity;0.72;Medium Toxicity;0.12;High Safety;0.05;High Safety;0.29;Medium Safety;0.46;Low Safety;0.73;Medium Toxicity;0.39;Low Safety;0.24;Medium Safety;0.51;Low Toxicity;0.11;High Safety;0.09;High Safety;0.01;High Safety;0.59;Low Toxicity
COP(=O)(OC)OC=C(Cl)Cl;C14430;34690;Dichlorvos;0;High Safety;0;High Safety;0.01;High Safety;0.16;High Safety;0.03;High Safety;0;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.72;Medium Toxicity;0.03;High Safety;0;High Safety;0.01;High Safety;0.05;High Safety;1;High Toxicity;0.45;Low Safety;0.5;Low Toxicity;0.8;Medium Toxicity;0.81;Medium Toxicity;1;High Toxicity;0.03;High Safety;0.82;Medium Toxicity;0.91;High Toxicity;0.74;Medium Toxicity;0.03;High Safety;0.12;High Safety;0.06;High Safety;0.38;Low Safety;0.95;High Toxicity;0.77;Medium Toxicity;1;High Toxicity
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl;C14520;34632;Chlorpyrifos-methyl;0;High Safety;0.03;High Safety;0.74;Medium Toxicity;0;High Safety;0.12;High Safety;0.01;High Safety;0.01;High Safety;0.01;High Safety;0.16;High Safety;0.14;High Safety;0.04;High Safety;0;High Safety;0.72;Medium Toxicity;0.04;High Safety;0;High Safety;0.15;High Safety;0.53;Low Toxicity;0.69;Medium Toxicity;0.93;High Toxicity;1;High Toxicity;0.05;High Safety;0.83;Medium Toxicity;0.99;High Toxicity;0.57;Low Toxicity;0.07;High Safety;0.14;High Safety;0.79;Medium Toxicity;0.32;Medium Safety;0.32;Medium Safety;0.21;Medium Safety;0.24;Medium Safety
FC=C;C19185;51314;Vinyl fluoride;0.54;Low Toxicity;0.02;High Safety;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.01;High Safety;0.12;High Safety;0.04;High Safety;0.08;High Safety;0;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.22;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.33;Medium Safety;0.39;Low Safety;1;High Toxicity;0.96;High Toxicity;0.41;Low Safety;0.01;High Safety;0.62;Low Toxicity;0.04;High Safety;0.37;Low Safety;0.32;Medium Safety;0.39;Low Safety;0.95;High Toxicity;0.48;Low Safety;0.25;Medium Safety
FS(=O)(=O)Cc1ccccc1;C06747;8102;Phenylmethanesulfonyl fluoride;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.09;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.03;High Safety;0.04;High Safety;0.02;High Safety;0.29;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.5;Low Toxicity;0.89;High Toxicity;0.7;Medium Toxicity;0.57;Low Toxicity;0.35;Low Safety;0;High Safety;0.63;Low Toxicity;0.01;High Safety;0.04;High Safety;0.61;Low Toxicity;0.33;Medium Safety;0.99;High Toxicity;0.97;High Toxicity;0.4;Low Safety
II;C01382;17606;Iodine;0.05;High Safety;0.13;High Safety;0;High Safety;0;High Safety;0.1;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0.04;High Safety;0.23;Medium Safety;0.01;High Safety;0.04;High Safety;0.01;High Safety;0.08;High Safety;0.17;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.19;Medium Safety;0.91;High Toxicity;0.88;High Toxicity;0.02;High Safety;0.76;Medium Toxicity;0.01;High Safety;0.46;Low Safety;0.05;High Safety;0.27;Medium Safety;0.01;High Safety;0.42;Low Safety;0.96;High Toxicity;0.29;Medium Safety;0.06;High Safety
NC(=O)C=C;C01659;28619;Acrylamide;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.03;High Safety;0.06;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.04;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.1;High Safety;0.5;Low Toxicity;0.34;Low Safety;0.28;Medium Safety;0.45;Low Safety;0.89;High Toxicity;0;High Safety;0.01;High Safety;0.78;Medium Toxicity;0.01;High Safety;0.42;Low Safety;0.01;High Safety;0.42;Low Safety;0.97;High Toxicity;0.9;High Toxicity;0;High Safety
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O;C19256;82339;Merphalan;0.03;High Safety;0;High Safety;0.02;High Safety;0.06;High Safety;0.14;High Safety;0;High Safety;0.19;Medium Safety;0.06;High Safety;0.46;Low Safety;0.34;Low Safety;0.09;High Safety;0;High Safety;0.04;High Safety;0.1;High Safety;1;High Toxicity;0.1;High Safety;0.52;Low Toxicity;0.88;High Toxicity;0.73;Medium Toxicity;0.06;High Safety;0.03;High Safety;0.11;High Safety;0;High Safety;0.59;Low Toxicity;0.03;High Safety;0.06;High Safety;0.74;Medium Toxicity;0.11;High Safety;0.3;Medium Safety;0;High Safety;0.97;High Toxicity
Nc1ccc(cc1)\N=N\c1ccccc1;C19187;233869;para-Aminoazobenzene;0;High Safety;0;High Safety;0.97;High Toxicity;0;High Safety;0.72;Medium Toxicity;0.01;High Safety;0.01;High Safety;0.52;Low Toxicity;0.56;Low Toxicity;0.69;Medium Toxicity;0.94;High Toxicity;0;High Safety;0.44;Low Safety;0.06;High Safety;1;High Toxicity;0.15;High Safety;0.54;Low Toxicity;0.93;High Toxicity;0.98;High Toxicity;0.13;High Safety;0.02;High Safety;0.82;Medium Toxicity;0.59;Low Toxicity;0.89;High Toxicity;0.03;High Safety;0.14;High Safety;0.48;Low Safety;0.28;Medium Safety;0.97;High Toxicity;0.1;High Safety;0.61;Low Toxicity
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl;C10999;28124;4.4'-Methylene-bis-(2-chloroaniline);0;High Safety;0;High Safety;0.52;Low Toxicity;0.11;High Safety;0.21;Medium Safety;0.08;High Safety;0.02;High Safety;0.07;High Safety;0.22;Medium Safety;0.17;Medium Safety;0.03;High Safety;0;High Safety;0.79;Medium Toxicity;0.13;High Safety;1;High Toxicity;0.15;High Safety;0.51;Low Toxicity;0.98;High Toxicity;0.98;High Toxicity;0;High Safety;0.01;High Safety;1;High Toxicity;0.74;Medium Toxicity;0.87;High Toxicity;0.08;High Safety;0.18;Medium Safety;0.69;Medium Toxicity;0.17;Medium Safety;0.95;High Toxicity;0.14;High Safety;0;High Safety
Nc1ccc(Cc2ccc(N)cc2)cc1;C14288;32506;4.4'-Methylenedianiline;0;High Safety;0;High Safety;0.54;Low Toxicity;0;High Safety;0.22;Medium Safety;0.01;High Safety;0.01;High Safety;0.03;High Safety;0.01;High Safety;0.19;Medium Safety;0.06;High Safety;0.02;High Safety;0.16;High Safety;0.05;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.97;High Toxicity;0.97;High Toxicity;0.82;Medium Toxicity;0.09;High Safety;0.91;High Toxicity;0.69;Medium Toxicity;0.89;High Toxicity;0.04;High Safety;0.11;High Safety;0.88;High Toxicity;0.35;Low Safety;0.95;High Toxicity;0.37;Low Safety;0.34;Low Safety
Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12;C19236;82325;Disperse Blue 1;0.02;High Safety;0.02;High Safety;0.63;Low Toxicity;0.1;High Safety;0.34;Low Safety;0.02;High Safety;0.01;High Safety;0.27;Medium Safety;0.28;Medium Safety;0.44;Low Safety;0.09;High Safety;0.06;High Safety;0.62;Low Toxicity;0.14;High Safety;1;High Toxicity;0.12;High Safety;0.51;Low Toxicity;0.71;Medium Toxicity;0.94;High Toxicity;0.68;Medium Toxicity;0.02;High Safety;0.4;Low Safety;0.06;High Safety;0.77;Medium Toxicity;0.01;High Safety;0.12;High Safety;0.64;Low Toxicity;0.15;High Safety;0.8;Medium Toxicity;0.01;High Safety;0.55;Low Toxicity
