ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C14866;Chlorinated;IARC2A;Chloral;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C19312;Polyaromatic;ATSDR;Acenaphthene;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C00829;Polyaromatic;CONAMA;Naphthalene;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C06790;Chlorinated;IARC1;Trichloroethene;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C14343;Halogenated;WFD;Trifluralin;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C00829;Polyaromatic;IARC2B;Naphthalene;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C07434;Aromatic;IARC2B;Phenobarbital;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C06790;Aliphatic;EPA;Trichloroethene;cytochrome P450 family 4 subfamily A11
K17687;CYP4A11;cytochrome P450 family 4 subfamily A11 ;C19594;Aromatic;IARC1;Aflatoxin-M1-8,9-epoxide;cytochrome P450 family 4 subfamily A11
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C01576;Polyaromatic;IARC1;Etoposide;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;CONAMA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;CONAMA;Naphthalene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07888;Chlorinated;IARC1;Cyclophosphamide;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;PSL;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07888;Organophosphorus;IARC1;Cyclophosphamide;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;IARC1;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;WFD;Naphthalene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;ATSDR;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;ATSDR;Naphthalene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07108;Polyaromatic;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00067;Aliphatic;PSL;Formaldehyde;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;EPC;Naphthalene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;EPA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07888;Nitrogen-containing;IARC1;Cyclophosphamide;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00067;Aliphatic;IARC1;Formaldehyde;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;WFD;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07535;Polyaromatic;EPC;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C07108;Nitrogen-containing;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;IARC2B;Naphthalene;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C06800;Aromatic;IARC1;Aflatoxin B1;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C19585;Aromatic;IARC1;Aflatoxin Q1;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00067;Aliphatic;ATSDR;Formaldehyde;cytochrome P450 family 3 subfamily A4
K17689;CYP3A4;cytochrome P450 family 3 subfamily A4 ;C00829;Polyaromatic;EPA;Naphthalene;cytochrome P450 family 3 subfamily A4
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19594;Aromatic;IARC1;Aflatoxin-M1-8,9-epoxide;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16452;Nitrogen-containing;IARC1;N'-Nitrosonornicotine;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07434;Nitrogen-containing;IARC2B;Phenobarbital;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Nitrogen-containing;IARC2B;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07108;Nitrogen-containing;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06800;Aromatic;IARC1;Aflatoxin B1;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Aromatic;IARC2B;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Organophosphorus;ATSDR;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Aromatic;EPC;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Aromatic;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;IARC1;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14866;Aliphatic;IARC2A;Chloral;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07108;Polyaromatic;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;IARC1;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00067;Aliphatic;ATSDR;Formaldehyde;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Aromatic;WFD;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;EPA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Nitrogen-containing;ATSDR;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;CONAMA;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00067;Aliphatic;PSL;Formaldehyde;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Nitrogen-containing;WFD;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;WFD;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;PSL;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;EPC;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;ATSDR;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Organophosphorus;IARC2B;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16038;Aromatic;IARC2B;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19312;Polyaromatic;ATSDR;Acenaphthene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;EPC;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16038;Nitrogen-containing;IARC2B;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;EPC;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;PSL;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00067;Aliphatic;IARC1;Formaldehyde;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;EPA;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07434;Aromatic;IARC2B;Phenobarbital;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;IARC2B;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;PSL;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19312;Polyaromatic;EPA;Acenaphthene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19585;Aromatic;IARC1;Aflatoxin Q1;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;CONAMA;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14866;Chlorinated;IARC2A;Chloral;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Nitrogen-containing;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;ATSDR;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16756;Aromatic;IARC2B;Aflatoxin M1;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;EPC;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;EPA;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Halogenated;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;EPA;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;CONAMA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Chlorinated;IARC1;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C00829;Polyaromatic;CONAMA;Naphthalene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06790;Aliphatic;ATSDR;Trichloroethene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;WFD;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C06604;Aromatic;ATSDR;Parathion;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Halogenated;WFD;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C07535;Polyaromatic;ATSDR;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16452;Aliphatic;IARC1;N'-Nitrosonornicotine;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16756;Aromatic;IARC1;Aflatoxin M1;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Halogenated;EPC;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C14343;Nitrogen-containing;EPC;Trifluralin;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C19595;Aromatic;IARC1;Aflatoxin B1-endo-8,9-epoxide;cytochrome P450 family 3 subfamily A5
K17690;CYP3A5;cytochrome P450 family 3 subfamily A5 ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A5
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06604;Nitrogen-containing;IARC2B;Parathion;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00829;Polyaromatic;EPC;Naphthalene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Aromatic;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19585;Aromatic;IARC1;Aflatoxin Q1;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16756;Aromatic;IARC2B;Aflatoxin M1;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Aromatic;EPC;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;EPA;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Aromatic;WFD;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19594;Aromatic;IARC1;Aflatoxin-M1-8,9-epoxide;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00067;Aliphatic;ATSDR;Formaldehyde;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00067;Aliphatic;PSL;Formaldehyde;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;PSL;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07108;Polyaromatic;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00829;Polyaromatic;IARC2B;Naphthalene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;PSL;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;EPC;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;PSL;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;ATSDR;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;IARC1;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Nitrogen-containing;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06604;Nitrogen-containing;ATSDR;Parathion;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16452;Nitrogen-containing;IARC1;N'-Nitrosonornicotine;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07108;Nitrogen-containing;IARC1;Tamoxifen;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14866;Chlorinated;IARC2A;Chloral;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;IARC1;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;CONAMA;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07434;Nitrogen-containing;IARC2B;Phenobarbital;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;CONAMA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;IARC1;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;EPC;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06800;Aromatic;IARC1;Aflatoxin B1;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;ATSDR;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;CONAMA;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;EPA;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00067;Aliphatic;IARC1;Formaldehyde;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Aliphatic;EPC;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00829;Polyaromatic;WFD;Naphthalene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19312;Polyaromatic;ATSDR;Acenaphthene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07434;Aromatic;IARC2B;Phenobarbital;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16038;Nitrogen-containing;IARC2B;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19595;Aromatic;IARC1;Aflatoxin B1-endo-8,9-epoxide;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06604;Aromatic;IARC2B;Parathion;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00829;Polyaromatic;CONAMA;Naphthalene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;EPA;Trichloroethene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19312;Polyaromatic;EPA;Acenaphthene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16756;Aromatic;IARC1;Aflatoxin M1;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Halogenated;WFD;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Halogenated;EPC;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Nitrogen-containing;EPC;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14343;Halogenated;ATSDR;Trifluralin;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06604;Aromatic;ATSDR;Parathion;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C14866;Aliphatic;IARC2A;Chloral;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C16452;Aliphatic;IARC1;N'-Nitrosonornicotine;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06604;Organophosphorus;IARC2B;Parathion;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C07535;Polyaromatic;WFD;Benzo[a]pyrene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C00829;Polyaromatic;EPA;Naphthalene;cytochrome P450 family 3 subfamily A7
K17691;CYP3A7;cytochrome P450 family 3 subfamily A7 ;C06790;Chlorinated;ATSDR;Trichloroethene;cytochrome P450 family 3 subfamily A7
